feature_name,seed_phrase,weight
Comfort,whole room,0.0754
Service,reception staff general,0.6597
Location,area best,0.2776
Service,front desk correct,-0.0133
Service,return front desk,0.1127
Location,outdoor area,0.5216
Service,great service food,0.8187
Comfort,room large bathroom,0.3436
Price,cost around,0.2348
Comfort,bed open,0.2160
Comfort,overall rooms,0.3507
Price,promotional rate,0.3294
Comfort,room connecting door,0.0197
Comfort,room connecting,0.0197
Comfort,drawback room,-0.0900
Cleanliness,blood stains,0.0536
Comfort,room overlooking room,0.6078
Comfort,room bellagio,0.4451
Comfort,doors rooms,-0.0228
Comfort,fountain room,0.5896
Location,area gorgeous,0.7063
Comfort,rooms bellagio,-0.0794
Service,staff friendly hotel,0.7321
Location,area amazing,0.6722
Comfort,room fair,0.4387
Service,check check every,0.4289
Comfort,casino room,0.3051
Comfort,noises room,0.2794
Price,deal stay,0.4946
Comfort,room sure,0.2554
Service,queues reception,0.1186
Service,private check,0.3861
Location,fab location,0.6256
Comfort,charge room,0.1728
Price,charge room,0.1498
Location,area pool area,0.7288
Comfort,show room key,0.2778
Comfort,show room,0.2721
Comfort,room anything,0.2330
Service,elegant staff helpful,0.8436
Comfort,music room,0.4980
Comfort,room twice,0.2619
Service,upgrade front desk,0.4687
Price,restaurants price,0.5607
Service,check desk told,0.0528
Comfort,coffee rooms,0.1129
Comfort,rooms room service,0.4151
Service,clear front desk,0.2077
Service,way front desk,0.1774
Service,desk right,0.2976
Location,location bellagio,0.7248
Service,friendly staff reception,0.7080
Service,staff reception went,0.4861
Location,pool area great,0.7044
Service,staff probably,0.4754
Comfort,nice beds room,0.4145
Location,overlooking pool area,0.4076
Service,pool staff,0.4430
Service,service high,0.4657
Location,pool area really,0.4250
Service,front desk verify,0.2022
Comfort,facilities rooms room,0.6589
Comfort,room main building,0.1602
Service,staff always pleasant,0.7191
Comfort,room making room,0.3057
Comfort,front hotel room,0.1066
Service,check experience,0.1872
Comfort,room best room,0.6176
Service,front desk following,-0.5264
Comfort,rooms casino,0.0972
Location,pool area beautiful,0.6910
Comfort,problem rooms,-0.2860
Service,check maid service,0.2523
Comfort,water show room,0.3728
Comfort,rooms new room,-0.3049
Comfort,rooms spacious room,0.8600
Comfort,rooms great room,0.7822
Price,price charge rooms,0.4607
Price,rate pet fee,0.6427
Comfort,room spend,0.2790
Service,front dest staff,0.2612
Comfort,beds fine room,0.2643
Comfort,size beds room,0.5324
Price,prices strip,0.5639
Service,complaints staff helpful,0.3697
Location,distance convention,0.1805
Service,check next,0.3382
Comfort,stuff room,0.0755
Location,pool area clean,0.6238
Comfort,room key slot,-0.0468
Comfort,rooms clean tidy,0.6225
Service,service daily,0.2372
Comfort,rooms basic beds,0.6616
Service,taxi front desk,0.3564
Comfort,rooms cleaned,0.3297
Service,convenient staff helpful,0.4215
Service,food good staff,0.8263
Price,price costs,0.4006
Comfort,normal room,0.2298
Location,distance convention center,0.1978
Location,long walk strip,0.1366
Service,helpful rooms,0.7426
Location,public areas quite,0.3762
Location,areas quite,0.3521
Comfort,couch bed,0.1079
Service,staff friendly gave,0.8817
Service,service staff quick,0.8677
Service,courteous service staff,0.9211
Location,area tv,0.3735
Comfort,kept room,0.3384
Service,reception staff cold,-0.1229
Comfort,room gigantic bed,0.6310
Service,check staff friendly,0.6335
Location,walk convention,0.2282
Location,walk convention center,0.2208
Location,ideal location walk,0.9801
Comfort,double room bed,0.2230
Service,staff extremley helpful,0.5938
Comfort,basic rooms,0.3688
Service,front desk produced,0.4835
Service,complaint service staff,-0.1046
Service,front desk care,-0.3263
Service,good staff reception,0.6488
Service,staff reception helpfull,0.4670
Comfort,rooms beds large,0.7563
Comfort,great rooms beds,0.9358
Service,machine front desk,0.0551
Comfort,victorian room,0.6190
Comfort,room one morning,0.1978
Comfort,room enough,0.2903
Comfort,room sink,0.1033
Service,casino staff,0.5712
Comfort,room overlooking strip,0.3865
Location,location absolutely,0.6180
Location,walk miles,0.6650
Location,great location price,0.7393
Price,great location price,0.7393
Service,cocktail service,0.3346
Location,location opposite,0.6133
Comfort,money rooms,0.4827
Location,value money location,0.8704
Location,money location,0.6631
Price,value money location,0.8704
Comfort,room view strip,0.3712
Comfort,room third floor,0.1411
Comfort,room could see,0.4015
Location,strip area,0.3593
Service,service quite good,0.4536
Comfort,room bill,0.1745
Comfort,room partial view,0.1758
Comfort,strip room,0.4243
Comfort,nice large rooms,0.6987
Comfort,room decided,0.0321
Service,staff dealt,0.4070
Service,free desk staff,0.8510
Comfort,noise strip,0.3342
Comfort,room might,0.2711
Location,convenience location,0.6557
Comfort,rooms big comfortable,0.6589
Comfort,victoria room,0.5412
Comfort,bill room,0.0899
Service,room service fast,0.2727
Comfort,room service fast,0.2727
Price,value strip,0.6240
Comfort,rooms actually,0.1655
Location,walk thru,0.0885
Comfort,lot noise room,0.2783
Price,stay good price,0.6956
Location,pluses location location,0.7150
Comfort,room perhaps,0.5102
Location,walk door,0.4415
Comfort,clean room air,0.8197
Location,location ease,0.8459
Price,strip price,0.4776
Comfort,room overlooked bellagio,0.5659
Comfort,smoke room,0.0751
Comfort,room vegas,0.2733
Location,best location strip,0.6240
Price,fantastic value,0.8080
Comfort,room otherwise,0.1040
Comfort,good size room,0.7067
Service,casino front desk,0.2743
Comfort,room strip view,0.2025
Comfort,strip rooms,0.3396
Service,maid service good,0.5968
Price,price almost,0.4034
Service,desk casino,0.3818
Comfort,cleanliness rooms,0.4484
Comfort,king size beds,0.4354
Comfort,walking room,0.2304
Comfort,floors room,0.1309
Comfort,room prices,0.3267
Price,room prices,0.3267
Cleanliness,good size clean,0.7610
Comfort,rooms flamingo,0.5751
Comfort,air con noisy,0.0377
Service,queue check,0.1059
Comfort,large comfortable bed,0.7023
Service,easy check,0.6873
Price,prices great,0.7631
Location,location vegas,0.5297
Service,check lady front,0.3235
Comfort,bed clean room,0.7832
Comfort,flamingo rooms,0.6367
Service,front desk arrived,0.5020
Location,area sink,0.2604
Comfort,room great price,0.8417
Price,room great price,0.8417
Comfort,middle rooms,0.3058
Service,casino staff helpful,0.9086
Comfort,room flamingo,0.2311
Location,location big,0.5629
Comfort,strip view room,0.3348
Service,service menu service,0.7107
Comfort,room listed room,0.1929
Comfort,prices room,0.1006
Price,prices room,0.1006
Location,great location strip,0.6900
Comfort,money room,0.4214
Location,walk toward,0.2788
Comfort,upgraded room view,0.2170
Comfort,room noisy due,-0.1985
Comfort,made lot noise,0.2152
Comfort,clean rooms friendly,0.8839
Comfort,rooms cheap,0.4966
Comfort,clean rooms rooms,0.2707
Service,staff part helpful,0.8158
Service,staff reception extremely,0.6857
Price,price place,0.4006
Service,also room service,0.2593
Comfort,rooms front,0.0314
Comfort,hotel room vegas,0.3039
Comfort,room bigger expected,0.3123
Price,price show,0.4565
Comfort,beds room large,0.4624
Comfort,mile room,0.3923
Service,price staff,0.7416
Price,price staff,0.7416
Comfort,rooms housekeeping,0.3014
Location,hotel convenience location,0.6366
Comfort,comfortable bed noise,0.3116
Comfort,plasma tv room,0.0824
Service,staff reception overly,-0.0522
Location,fantastic location right,0.6467
Comfort,easy room,0.6593
Location,minute walk room,0.0670
Comfort,minute walk room,0.0670
Comfort,noisy cold,-0.4816
Price,charge cost,0.1691
Comfort,big room beds,0.7127
Service,quick check,0.4015
Location,top location,0.6530
Price,looking great value,0.8105
Comfort,rooms big room,0.8952
Service,manager next day,-0.1267
Service,manager next,0.1177
Location,walk pool,0.5685
Comfort,room sitting room,0.4695
Comfort,room clean bit,0.3010
Comfort,view room noise,0.6160
Service,check friendly staff,0.7240
Comfort,room look,0.1925
Service,etc front desk,0.2412
Location,walk pool area,0.1704
Comfort,room felt like,0.4684
Comfort,air conditioner noisy,-0.1467
Price,rate website,0.4657
Service,found front desk,0.3100
Price,value vegas,0.7788
Comfort,room ever seen,-0.1291
Location,location fremont,0.5218
Service,cold front desk,0.0715
Service,service reception excellent,0.7328
Comfort,noise fremont,0.0768
Comfort,noise fremont street,0.0072
Location,station within walking,0.4392
Location,bus station,0.2628
Location,station within,0.4488
Service,inquired front desk,-0.0288
Comfort,coffee room room,0.3568
Price,price best deal,0.5570
Service,rude desk,-0.3196
Service,rude desk clerk,-0.0505
Comfort,large room clean,0.4221
Location,walk bus station,0.1792
Comfort,horrible room,-0.5758
Comfort,room believe room,-0.1602
Comfort,beds nice room,0.7565
Comfort,room man room,0.5652
Comfort,room stayed room,0.4080
Comfort,open air room,0.2190
Comfort,bed great pillows,0.8149
Price,weekly rate,0.1891
Price,cheap worth,0.2681
Service,belongings front desk,0.0213
Service,front desk wasnt,-0.5270
Comfort,huge bed room,0.6578
Comfort,bed pillows sheets,0.0722
Comfort,water cold,-0.0306
Service,front house staff,0.4875
Price,rate sunday,0.4256
Location,station casinos,0.1757
Location,station hotel,0.2006
Comfort,beds comfortable air,0.7526
Location,grass area,0.5836
Price,fee internet fee,-0.0218
Service,desk check reservation,-0.3050
Service,linen service,-0.0559
Comfort,jacuzzi room,0.5314
Comfort,room palace,0.2594
Comfort,rooms tower,0.3445
Comfort,given great room,0.7063
Comfort,upgrading room,0.2449
Service,front desk line,-0.1652
Comfort,room jacuzzi,0.4149
Comfort,line room,0.0878
Comfort,beds sitting area,0.6406
Comfort,tower room lovely,0.7124
Service,wait check,-0.0584
Comfort,room world,0.2236
Service,check clerk,0.2420
Service,impressed front desk,0.2853
Service,check could,0.1431
Price,drink prices,0.1586
Comfort,room friend,0.7083
Comfort,room phone,0.0543
Service,walk reception,-0.0106
Location,walk reception,-0.1720
Comfort,nice clean room,0.7746
Comfort,tower room view,0.3586
Price,extra price,0.1724
Comfort,room arrival,0.4162
Location,palace great location,0.7054
Service,clean maid service,0.7215
Service,maid service excellent,0.7390
Comfort,ice room,-0.0059
Service,reception clerk,0.0830
Comfort,comfortable beds great,0.9019
Service,check service quick,0.4681
Comfort,tower deluxe room,0.1686
Comfort,television room,0.1021
Comfort,flight room,0.2140
Comfort,rooms palace,0.2702
Comfort,classic rooms,0.2934
Comfort,room older,0.2968
Comfort,booked classic room,0.0872
Service,miss front desk,-0.1554
Comfort,new room new,0.4295
Service,poor service front,-0.1229
Comfort,rooms doors,0.2854
Comfort,room promptly,0.4576
Cleanliness,clean could use,0.2408
Location,around pool area,0.2738
Location,area construction,-0.1678
Location,area next,0.3059
Service,justin front desk,0.5772
Service,staff member reception,0.3851
Service,complaints staff,-0.4987
Service,check said,0.0479
Comfort,change room bed,0.8622
Location,location pool,0.4241
Comfort,room charged,-0.0348
Service,front desk bit,0.3632
Service,walk front desk,-0.0054
Comfort,room older rooms,0.6190
Service,maid service prompt,0.3707
Service,line front,0.1132
Comfort,room hotels,0.3505
Comfort,room use room,0.1805
Service,service indifferent staff,-0.1493
Comfort,rooms horrible,-0.4507
Comfort,standard hotel rooms,0.4694
Comfort,room large nice,0.6441
Comfort,upgraded deluxe room,0.3198
Comfort,palace room,0.5671
Service,front desk occasions,0.1623
Service,reception desk seemed,0.1971
Comfort,items room,0.0785
Price,cheap price worth,-0.1336
Price,cheap rate worth,-0.1793
Location,main street station,0.3847
Comfort,screen room,0.3484
Comfort,bed comfortable ac,0.7906
Cleanliness,dirty carpet dirty,-0.6812
Comfort,parents room,0.3759
Comfort,window air room,0.0889
Comfort,room occasionally room,0.3588
Location,downtown area location,0.6706
Service,front desk change,0.0648
Service,service staff bit,-0.2395
Comfort,room stated room,0.3238
Comfort,bed queen bed,-0.1615
Location,location miles,0.3116
Comfort,rooms spectacular beds,-0.0263
Comfort,room adults room,0.2025
Comfort,penthouse room,0.2814
Service,desk go,0.0811
Service,front desk location,0.5794
Location,beautiful pool area,0.6602
Service,resort staff,0.6006
Service,front desk house,0.4623
Comfort,room couch,0.3817
Comfort,living room couch,0.4819
Comfort,pool view room,0.2553
Comfort,bed bathroom,0.3912
Comfort,room resort,0.3156
Comfort,rooms private,0.2311
Comfort,room view pool,0.4295
Service,front desk frank,0.3235
Location,area fabulous,0.5565
Comfort,cockroach room,0.2721
Service,check check breeze,0.7085
Service,service staff fabulous,0.6438
Comfort,rooms overall,0.4482
Comfort,game room kids,0.6801
Comfort,sofa living room,0.3277
Location,area room area,0.5257
Service,front desk finally,-0.0504
Location,gas station,0.2384
Comfort,aircraft noise,0.1790
Comfort,disturbed noise rooms,0.3886
Service,dvd front desk,0.6810
Comfort,ac would,-0.1532
Location,convenient strip,0.4418
Service,day manager,-0.0293
Service,manager general manager,0.6048
Comfort,room entire,0.0088
Location,value convenient,0.7178
Price,value convenient,0.7178
Comfort,room room desk,0.7178
Location,value convenient location,0.6385
Location,good location location,0.5791
Service,service courteous staff,0.8409
Comfort,room mirage,0.3268
Service,time staff helpful,0.3401
Comfort,casino noise room,-0.2563
Comfort,casino noise,0.1777
Comfort,day rooms,0.4123
Comfort,room newly,0.5251
Comfort,room newly renovated,0.6029
Comfort,one best rooms,0.7954
Comfort,room one towers,0.6811
